Sample,Year,location,treatment,trtname,chemical,rep,isloc,isattempt,isrecover,isolate_multi_spec,multispecplant,camefrom,isolate_code,Long Term Storage,accession,voucher,percentage of identical matches,Bitscore,TaxCutoff,Highest BLAST taxonomy,Conservative Taxonomy,clade
VAL1601_59,2016,MI,1,NTC,none,4,root,TRUE,TRUE,FALSE,,VAL1601_59,.,.,.,.,.,.,.,.,.,.
VAL1601_59,2016,MI,1,NTC,none,4,stem,TRUE,FALSE,FALSE,,VAL1601_59,.,.,.,.,.,.,.,.,.,.
VAL1601_109,2016,MI,1,NTC,none,4,root,FALSE,.,.,,VAL1601_59,VAL1601_109,1,AY598645,CBS 453.67,100,1796,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_60,2016,MI,1,NTC,none,4,root,TRUE,FALSE,FALSE,,VAL1601_60,.,.,.,.,.,.,.,.,.,.
VAL1601_60,2016,MI,1,NTC,none,4,stem,TRUE,TRUE,FALSE,,VAL1601_60,VAL1601_60,1,AY598645,CBS 453.67,100,1772,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_61,2016,MI,1,NTC,none,4,root,TRUE,FALSE,FALSE,,VAL1601_61,.,.,.,.,.,.,.,.,.,.
VAL1601_61,2016,MI,1,NTC,none,4,stem,TRUE,FALSE,FALSE,,VAL1601_61,.,.,.,.,.,.,.,.,.,.
VAL1601_62,2016,MI,1,NTC,none,6,root,TRUE,FALSE,FALSE,,VAL1601_62,.,.,.,.,.,.,.,.,.,.
VAL1601_62,2016,MI,1,NTC,none,6,stem,TRUE,FALSE,FALSE,,VAL1601_62,.,.,.,.,.,.,.,.,.,.
VAL1601_63,2016,MI,1,NTC,none,6,root,TRUE,TRUE,FALSE,,VAL1601_63,.,.,.,.,.,.,.,.,.,.
VAL1601_63,2016,MI,1,NTC,none,6,stem,TRUE,FALSE,FALSE,,VAL1601_63,.,.,.,.,.,.,.,.,.,.
VAL1601_117,2016,MI,1,NTC,none,6,root,FALSE,.,.,,VAL1601_63,VAL1601_117,1,HQ643476,DAOM 230386,100,1423,Pass,Pythium attrantheridium  ,Pythium attrantheridium,F
VAL1601_64,2016,MI,1,NTC,none,6,stem,TRUE,FALSE,FALSE,,VAL1601_64,.,.,.,.,.,.,.,.,.,.
VAL1601_64,2016,MI,1,NTC,none,6,root,TRUE,TRUE,FALSE,,VAL1601_64,VAL1601_64,1,AY598657,CBS 398.51,100,1650,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1601_65,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1601_65,.,.,.,.,.,.,.,.,.,.
VAL1601_65,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,TRUE,FALSE,,VAL1601_65,VAL1601_65,1,HQ643622,BR 821,98,1683,Pass,Pythium irregulare  ,Pythium irregulare,F
VAL1601_66,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,TRUE,FALSE,,VAL1601_66,.,.,.,.,.,.,.,.,.,.
VAL1601_66,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1601_66,.,.,.,.,.,.,.,.,.,.
VAL1601_108,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,FALSE,.,.,,VAL1601_66,VAL1601_108,1,AY598645,CBS 453.67,100,1799,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_67,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1601_67,.,.,.,.,.,.,.,.,.,.
VAL1601_67,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,TRUE,FALSE,,VAL1601_67,VAL1601_67,1,AY598645,CBS 453.67,100,1807,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_68,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,TRUE,FALSE,,VAL1601_68,.,.,.,.,.,.,.,.,.,.
VAL1601_68,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,TRUE,FALSE,,VAL1601_68,.,.,.,.,.,.,.,.,.,.
VAL1601_101,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,FALSE,.,.,,VAL1601_68,VAL1601_101,1,DQ091300,20172,100,1805,Pass,Pythium rostratifingens  ,Pythium rostratifingens,E
VAL1601_102,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,FALSE,.,.,,VAL1601_68,VAL1601_102,1,AY598645,CBS 453.67,100,1803,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_69,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,TRUE,TRUE,FALSE,,VAL1601_69,.,.,.,.,.,.,.,.,.,.
VAL1601_69,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,stem,TRUE,FALSE,FALSE,,VAL1601_69,.,.,.,.,.,.,.,.,.,.
VAL1601_99,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,4,root,FALSE,.,.,,VAL1601_69,VAL1601_99,1,AY598627,CBS 263.38,99,1530,Pass,Pythium aristosporum  ,Pythium aristosporum,B
VAL1601_70,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1601_70,.,.,.,.,.,.,.,.,.,.
VAL1601_70,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1601_70,VAL1601_70,1,AY598645,CBS 453.67,99,1775,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_71,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1601_71,.,.,.,.,.,.,.,.,.,.
VAL1601_71,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1601_71,.,.,.,.,.,.,.,.,.,.
VAL1601_113,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,FALSE,.,.,,VAL1601_71,VAL1601_113,1,HQ643764,BR 627,99,1829,Pass,Pythium rostratifingens  ,Pythium rostratifingens,E
VAL1601_72,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1601_72,.,.,.,.,.,.,.,.,.,.
VAL1601_72,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,TRUE,,VAL1601_72,.,.,.,.,.,.,.,.,.,.
VAL1601_110,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,FALSE,.,.,,VAL1601_72,VAL1601_110,1,HQ643764,BR 627,99,1836,Pass,Pythium rostratifingens  ,Pythium rostratifingens,E
VAL1601_111,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,FALSE,.,.,,VAL1601_72,VAL1601_111,1,HQ643829,ADC 9759,100,1568,Pass,Pythium sp. nov.,Pythium sp. nov. Clade F,F
VAL1601_73,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1601_73,.,.,.,.,.,.,.,.,.,.
VAL1601_73,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1601_73,.,.,.,.,.,.,.,.,.,.
VAL1601_74,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1601_74,.,.,.,.,.,.,.,.,.,.
VAL1601_74,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1601_74,.,.,.,.,.,.,.,.,.,.
VAL1601_75,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1601_75,.,.,.,.,.,.,.,.,.,.
VAL1601_75,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1601_75,VAL1601_75,1,AY598645,CBS 453.67,99,1688,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_76,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,FALSE,FALSE,,VAL1601_76,.,.,.,.,.,.,.,.,.,.
VAL1601_76,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1601_76,.,.,.,.,.,.,.,.,.,.
VAL1601_77,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,stem,TRUE,FALSE,FALSE,,VAL1601_77,.,.,.,.,.,.,.,.,.,.
VAL1601_77,2016,MI,2,Intego Suite,Ethaboxam + Metalaxyl + Ipiconazole,2,root,TRUE,TRUE,FALSE,,VAL1601_77,VAL1601_77,1,AY598645,CBS 453.67,100,1814,Pass,Pythium sylvaticum  ,Pythium sylvaticum,F
VAL1601_78,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1601_78,.,.,.,.,.,.,.,.,.,.
VAL1601_78,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,TRUE,FALSE,,VAL1601_78,VAL1601_78,1,AY598657,CBS 398.51,100,1594,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1601_79,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1601_79,.,.,.,.,.,.,.,.,.,.
VAL1601_79,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1601_79,.,.,.,.,.,.,.,.,.,.
VAL1601_80,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,FALSE,FALSE,,VAL1601_80,.,.,.,.,.,.,.,.,.,.
VAL1601_80,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1601_80,.,.,.,.,.,.,.,.,.,.
VAL1601_81,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,stem,TRUE,FALSE,FALSE,,VAL1601_81,.,.,.,.,.,.,.,.,.,.
VAL1601_81,2016,MI,3,Cruisermaxx,Mefenoxam + Fludioxonil,6,root,TRUE,TRUE,FALSE,,VAL1601_81,VAL1601_81,1,AY598657,CBS 398.51,100,1592,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1602_01,2016,IL,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1602_01,.,.,.,.,.,.,.,.,.,.
VAL1602_01,2016,IL,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1602_01,.,.,.,.,.,.,.,.,.,.
VAL1602_02,2016,IL,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1602_02,.,.,.,.,.,.,.,.,.,.
VAL1602_02,2016,IL,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1602_02,.,.,.,.,.,.,.,.,.,.
VAL1602_03,2016,IL,1,NTC,none,2,root,TRUE,TRUE,FALSE,,VAL1602_03,.,.,.,.,.,.,.,.,.,.
VAL1602_03,2016,IL,1,NTC,none,2,stem,TRUE,TRUE,FALSE,,VAL1602_03,VAL1602_03,1,AY598654,CBS 450.67,99,1500,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_96,2016,IL,1,NTC,none,2,root,FALSE,.,.,,VAL1602_03,VAL1602_96,1,DQ091300,20172,100,1773,Pass,Pythium rostratifingens  ,Pythium rostratifingens,E
VAL1602_04,2016,IL,1,NTC,none,2,root,TRUE,TRUE,FALSE,,VAL1602_04,.,.,.,.,.,.,.,.,.,.
VAL1602_04,2016,IL,1,NTC,none,2,stem,TRUE,TRUE,FALSE,,VAL1602_04,VAL1602_04,1,AY598624,CBS 316.33,100,1585,Pass,Pythium torulosum  ,Pythium torulosum,B
VAL1602_95,2016,IL,1,NTC,none,2,root,FALSE,.,.,,VAL1602_04,VAL1602_95,1,AY598626,CBS 168.68,100,1500,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_05,2016,IL,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1602_05,.,.,.,.,.,.,.,.,.,.
VAL1602_05,2016,IL,1,NTC,none,2,stem,TRUE,TRUE,FALSE,,VAL1602_05,VAL1602_05,1,AY598626,CBS 168.68,100,1570,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_06,2016,IL,1,NTC,none,2,root,TRUE,TRUE,FALSE,,VAL1602_06,.,.,.,.,.,.,.,.,.,.
VAL1602_84,2016,IL,1,NTC,none,2,root,FALSE,.,.,,VAL1602_06,VAL1602_84,1,HQ261667,P8049,100,1472,Pass,Phytophthora sansomea,Phytophthora sansomeana,8
VAL1602_06,2016,IL,1,NTC,none,2,stem,TRUE,TRUE,TRUE,,VAL1602_06,VAL1602_06,1,AY598654,CBS 450.67,100,1517,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_07,2016,IL,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1602_07,.,.,.,.,.,.,.,.,.,.
VAL1602_07,2016,IL,1,NTC,none,2,stem,TRUE,FALSE,FALSE,,VAL1602_07,.,.,.,.,.,.,.,.,.,.
VAL1602_08,2016,IL,1,NTC,none,2,root,TRUE,FALSE,FALSE,,VAL1602_08,.,.,.,.,.,.,.,.,.,.
VAL1602_08,2016,IL,1,NTC,none,2,stem,TRUE,TRUE,FALSE,,VAL1602_08,VAL1602_08,1,AY598626,CBS 168.68,100,1554,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_09,2016,IL,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1602_09,.,.,.,.,.,.,.,.,.,.
VAL1602_09,2016,IL,1,NTC,none,1,root,TRUE,TRUE,TRUE,,VAL1602_09,VAL1602_09,1,AY598654,CBS 450.67,99,1491,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_85,2016,IL,1,NTC,none,1,root,FALSE,.,.,,VAL1602_09,VAL1602_85,1,AY598626,CBS 168.68,100,1561,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_10,2016,IL,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1602_10,.,.,.,.,.,.,.,.,.,.
VAL1602_10,2016,IL,1,NTC,none,1,root,TRUE,TRUE,FALSE,,VAL1602_10,VAL1602_10,1,AY598654,CBS 450.67,99,1367,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_11,2016,IL,1,NTC,none,1,root,TRUE,FALSE,FALSE,,VAL1602_11,.,.,.,.,.,.,.,.,.,.
VAL1602_11,2016,IL,1,NTC,none,1,stem,TRUE,TRUE,FALSE,,VAL1602_11,VAL1602_11,1,HQ643917,BR 781,100,1585,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1602_12,2016,IL,1,NTC,none,1,root,TRUE,TRUE,TRUE,,VAL1602_12,.,.,.,.,.,.,.,.,.,.
VAL1602_12,2016,IL,1,NTC,none,1,stem,TRUE,TRUE,FALSE,,VAL1602_12,VAL1602_12,1,AY598626,CBS 168.68,100,1382,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_86,2016,IL,1,NTC,none,1,root,FALSE,.,.,,VAL1602_12,VAL1602_86,1,AY598658,CBS 674.85,91,1325,Pass,Pythium perplexum  ,Pythium sp. Clade J,J
VAL1602_87,2016,IL,1,NTC,none,1,root,FALSE,.,.,,VAL1602_12,VAL1602_87,1,AY598626,CBS 168.68,100,1485,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_13,2016,IL,1,NTC,none,1,root,TRUE,FALSE,FALSE,,VAL1602_13,.,.,.,.,.,.,.,.,.,.
VAL1602_13,2016,IL,1,NTC,none,1,stem,TRUE,TRUE,FALSE,,VAL1602_13,VAL1602_13,1,HQ643723.1,CBS37672,99,1508,Pass,Pythium orthogonon,Pythium orthogonon,J
VAL1602_14,2016,IL,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1602_14,.,.,.,.,.,.,.,.,.,.
VAL1602_14,2016,IL,1,NTC,none,1,root,TRUE,TRUE,TRUE,,VAL1602_14,VAL1602_14,1,HQ643917,BR 781,100,1585,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1602_83,2016,IL,1,NTC,none,1,root,FALSE,.,.,,VAL1602_14,VAL1602_83,1,AY598658,CBS 674.85,91,1334,Pass,Pythium perplexum  ,Pythium sp. Clade J,J
VAL1602_15,2016,IL,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1602_15,.,.,.,.,.,.,.,.,.,.
VAL1602_15,2016,IL,1,NTC,none,1,root,TRUE,TRUE,FALSE,,VAL1602_15,VAL1602_15,1,AY598658,CBS 674.85,91,1290,Pass,Pythium perplexum  ,Pythium sp. Clade J,J
VAL1602_16,2016,IL,1,NTC,none,1,stem,TRUE,FALSE,FALSE,,VAL1602_16,.,.,.,.,.,.,.,.,.,.
VAL1602_16,2016,IL,1,NTC,none,1,root,TRUE,TRUE,FALSE,,VAL1602_16,VAL1602_16,1,AY598626,CBS 168.68,100,1561,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_81,2016,IL,1,NTC,none,3,root,FALSE,.,.,,VAL1602_16,VAL1602_81,1,AY598626,CBS 168.68,100,1559,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_18,2016,IL,1,NTC,none,3,stem,TRUE,TRUE,TRUE,,VAL1602_18,.,.,.,.,.,.,.,.,.,.
VAL1602_18,2016,IL,1,NTC,none,3,root,TRUE,TRUE,TRUE,,VAL1602_18,VAL1602_18,1,HQ261667,P8049,100,1472,Pass,Phytophthora sansomea  ,Phytophthora sansomeana,8
VAL1602_74,2016,IL,1,NTC,none,3,root,FALSE,.,.,,VAL1602_18,VAL1602_74,1,AY598626,CBS 168.68,100,1554,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_75,2016,IL,1,NTC,none,3,stem,FALSE,.,.,,VAL1602_18,VAL1602_75,1,AY598654,CBS 450.67,100,1531,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_76,2016,IL,1,NTC,none,3,stem,FALSE,.,.,,VAL1602_18,VAL1602_76,1,AY598658,CBS 674.85,91,1349,Pass,Pythium perplexum  ,Pythium sp. Clade J,J
VAL1602_19,2016,IL,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1602_19,.,.,.,.,.,.,.,.,.,.
VAL1602_19,2016,IL,1,NTC,none,3,root,TRUE,TRUE,FALSE,,VAL1602_19,VAL1602_19,1,HQ643917,BR 781,100,1583,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1602_20,2016,IL,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1602_20,.,.,.,.,.,.,.,.,.,.
VAL1602_20,2016,IL,1,NTC,none,3,root,TRUE,TRUE,FALSE,,VAL1602_20,VAL1602_20,1,AY598626,CBS 168.68,100,1574,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_21,2016,IL,1,NTC,none,3,stem,TRUE,TRUE,FALSE,,VAL1602_21,.,.,.,.,.,.,.,.,.,.
VAL1602_21,2016,IL,1,NTC,none,3,root,TRUE,TRUE,FALSE,,VAL1602_21,VAL1602_21,1,AY598626,CBS 168.68,100,1567,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_77,2016,IL,1,NTC,none,3,stem,FALSE,.,.,,VAL1602_21,VAL1602_77,1,AY598654,CBS 450.67,99,1507,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_22,2016,IL,1,NTC,none,3,stem,TRUE,TRUE,FALSE,,VAL1602_22,.,.,.,.,.,.,.,.,.,.
VAL1602_22,2016,IL,1,NTC,none,3,root,TRUE,TRUE,FALSE,,VAL1602_22,VAL1602_22,1,AY598626,CBS 168.68,100,1559,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_78,2016,IL,1,NTC,none,3,stem,FALSE,.,.,,VAL1602_22,VAL1602_78,1,AY598654,CBS 450.67,98,1391,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_23,2016,IL,1,NTC,none,3,root,TRUE,FALSE,FALSE,,VAL1602_23,.,.,.,.,.,.,.,.,.,.
VAL1602_23,2016,IL,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1602_23,.,.,.,.,.,.,.,.,.,.
VAL1602_24,2016,IL,1,NTC,none,3,stem,TRUE,TRUE,FALSE,,VAL1602_24,.,.,.,.,.,.,.,.,.,.
VAL1602_24,2016,IL,1,NTC,none,3,root,TRUE,TRUE,TRUE,,VAL1602_24,VAL1602_24,1,AY598626,CBS 168.68,100,1568,Pass,Pythium inflatum  ,Pythium inflatum,B
VAL1602_79,2016,IL,1,NTC,none,3,root,FALSE,.,.,,VAL1602_24,VAL1602_79,1,AY598654,CBS 450.67,98,1253,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_80,2016,IL,1,NTC,none,3,stem,FALSE,.,.,,VAL1602_24,VAL1602_80,1,KJ639276,DAOM 240290,100,1541,Pass,Pythium ultimum var. sporangiiferum,Pythium ultimum var. sporangiiferum,I
VAL1602_25,2016,IL,1,NTC,none,3,stem,TRUE,FALSE,FALSE,,VAL1602_25,.,.,.,.,.,.,.,.,.,.
VAL1602_25,2016,IL,1,NTC,none,3,root,TRUE,TRUE,FALSE,,VAL1602_25,VAL1602_25,1,AY598699,CBS 773.81,89,758,Pass,Pythium marsipium  ,Pythium sp. E/J,E/J
VAL1602_26,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1602_26,.,.,.,.,.,.,.,.,.,.
VAL1602_26,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,TRUE,FALSE,,VAL1602_26,VAL1602_26,1,AY598657,CBS 398.51,100,1585,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1602_27,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1602_27,.,.,.,.,.,.,.,.,.,.
VAL1602_27,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,TRUE,FALSE,,VAL1602_27,VAL1602_27,1,HQ643931,BR 718,100,1570,Pass,Pythium ultimum var. ultimum,Pythium ultimum var. ultimum,I
VAL1602_28,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1602_28,.,.,.,.,.,.,.,.,.,.
VAL1602_28,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,TRUE,FALSE,,VAL1602_28,VAL1602_28,1,AY598654,CBS 450.67,100,1581,Pass,Pythium heterothallicum  ,Pythium heterothallicum,I
VAL1602_29,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1602_29,.,.,.,.,.,.,.,.,.,.
VAL1602_29,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1602_29,VAL1602_29,1,AY598658,CBS 674.85,91,1256,Pass,Pythium perplexum  ,Pythium sp. Clade J,J
VAL1602_30,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,TRUE,FALSE,,VAL1602_30,.,.,.,.,.,.,.,.,.,.
VAL1602_30,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,TRUE,FALSE,,VAL1602_30,VAL1602_30,1,AY598658,CBS 674.85,90,1232,Pass,Pythium perplexum  ,Pythium sp. Clade J,J
VAL1602_94,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,FALSE,.,.,,VAL1602_30,VAL1602_94,1,AY598699,CBS 773.81,86,811,Pass,Pythium marsipium  ,Pythium sp. E/J,E/J
VAL1602_31,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1602_31,.,.,.,.,.,.,.,.,.,.
VAL1602_31,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1602_31,.,.,.,.,.,.,.,.,.,.
VAL1602_32,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1602_32,.,.,.,.,.,.,.,.,.,.
VAL1602_32,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,TRUE,FALSE,,VAL1602_32,VAL1602_32,1,HQ643777,CBS 113341,100,1581,Pass,Pythium sp. nov.,Pythium sp. nov. Clade F,F
VAL1602_33,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,root,TRUE,FALSE,FALSE,,VAL1602_33,.,.,.,.,.,.,.,.,.,.
VAL1602_33,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,2,stem,TRUE,FALSE,FALSE,,VAL1602_33,.,.,.,.,.,.,.,.,.,.
VAL1602_34,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1602_34,.,.,.,.,.,.,.,.,.,.
VAL1602_34,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1602_34,.,.,.,.,.,.,.,.,.,.
VAL1602_35,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1602_35,.,.,.,.,.,.,.,.,.,.
VAL1602_35,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1602_35,.,.,.,.,.,.,.,.,.,.
VAL1602_36,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1602_36,.,.,.,.,.,.,.,.,.,.
VAL1602_36,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1602_36,.,.,.,.,.,.,.,.,.,.
VAL1602_37,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1602_37,.,.,.,.,.,.,.,.,.,.
VAL1602_37,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1602_37,.,.,.,.,.,.,.,.,.,.
VAL1602_38,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,root,TRUE,FALSE,FALSE,,VAL1602_38,.,.,.,.,.,.,.,.,.,.
VAL1602_38,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1602_38,.,.,.,.,.,.,.,.,.,.
VAL1602_39,2016,IL,3,Cruisermaxx,Mefenoxam + Fludioxonil,1,stem,TRUE,FALSE,FALSE,,VAL1602_39,.,.,.,.,.,.,.,.,.,.
